animeid,englishtitle,haveenglishtitle,synopsis
34514,Pokémon Generations,Yes,"Pokémon Generations revisits each generation of the Pokémon video game series to shed new light on some timeless moments. From the earliest days in the Kanto region to the splendor of the Kalos region, go behind the scenes and witness Pokémon history with new eyes!

(Source: Official site)"
34519,,No,Short specials bundled with the Blu-ray volumes.
34522,"Wake Up, Girls! New Chapter",Yes,"""Wake Up, Girls!"" is the story of growth and friendship of seven girls living in Sendai, Miyagi who form the idol group ""Wake Up, Girls! (WUG)"" and work together to become top idols.

Operating under a small production company in Sendai known as ""Green Leaves Entertainment,"" WUG overcame countless obstacles to beat national idol group ""I-1 club"" at the Idol Festival and win the event. They had suddenly become top idols... but with an idol recession going on, things weren't so easy. The days of steady and honest idol work continued for the girls.

Meanwhile, Sendai-based middle school trio Hayashi Ayumi, Morishima Otome, and Atsugi Itsuka have developed an increasing desire to become idols...

(Source: wikia.com)"
34525,A Centaur's Life,Yes,"Himeno is a sweet, shy little centaur girl. In her world, everyone seems to be a supernatural creature, and all her classmates have some kind of horns, wings, tails, halos, or other visible supernatural body part. Despite their supernatural elements, Himeno and her best friends, Nozomi and Kyouko, have a fun and mostly normal daily school life!

(Source: MangaHelpers)"
34534,Natsume's Book of Friends Season 5 Specials,Yes,"On his way back home from an errand, Takashi Natsume gets lost in the forest. Luckily, he is rescued by a traveling youkai couple who make sake cups for a living. Taking a sip of water from one, Natsume feels a surge of energy rush throughout his body, thanks to the ""One Night Cup."" It is a special cup that makes every drink delicious, but unfortunately, its effects last only for one night. The following day, Natsume attends the youkai banquet with his loyal protector, the sake-loving chubby cat Madara, and gets the once-in-a-lifetime opportunity to learn how to make sake cups.


Natsume is filled with regret after hastily declining a rare invitation to a banquet from Madara. Curious, he chases after the cat to an old, run-down mansion but soon enough feels the uncanny presence of numerous youkai nearby. When he runs into the seductive youkai Hinoe, she explains that the empty estate serves as a hide-and-seek playground where the winning spirit acquires authority over a valley. With still no trace of Madara, Natsume starts having eerie dreams of the mansion, but this time as the game's participant.

[Written by MAL Rewrite]"
34535,,No,"A polar bear falls in love with an earless seal, and he wants nothing else except to protect him, even though the seal constantly thinks the bear will eat him.

(Source: ANN)"
34537,"Night Is Short, Walk on Girl",Yes,"On a mysterious night that seems to last for a year, an ordinary college student continues to chase one of his underclassmen, a girl with black hair—the girl of his dreams. Up until now, he has been relying on a simple plan, which is to calculatingly bump into her every day while making it seem like a meaningful coincidence. However, his efforts remain futile as their relationship is not progressing at all.

Meanwhile, the black-haired girl believes that everything is connected by fate and endeavors to experience as many new things as possible, leaving it all for destiny to decide. While strolling along the lively streets of Kyoto, she discovers that the very beginning of her fateful journey—a book she had as a child—is currently being sold in a second-hand bookstore. Upon knowing this, the college student eyes another opportunity to run into her ""by chance"": this time, he hopes to get the book before she does and finally grasp the thread of fate that could connect their hearts.

[Written by MAL Rewrite]"
34538,,No,A special recap episode of .
34539,,No,"The whole Sanctuary was misled into danger due to the civil war instigated by the Gemini Gold Saint, Saga. Our story begins right after the end of those events... This is a story of the girls protecting Athena. These are the records of love and fierce fights they meet while opposing destiny on their way to maturity...
 
(Source: MangaSeven)"
34540,Pokémon the Movie: I Choose You!,Yes,"When Satoshi oversleeps on his 10th birthday, he ends up with a stubborn Pikachu instead of the first partner Pokémon he wanted! But after a rocky start, Satoshi and Pikachu become close friends and true partners—and when they catch a rare glimpse of the Legendary Pokémon Houou in flight, they make plans to seek it out together, guided by the Rainbow Wing it leaves behind.

Trainers Makoto and Souji join Satoshi on his journey. Along the way, Satoshi catches an abandoned Hitokage, raises a Pokémon from Caterpie to Butterfree and then releases it to follow its heart, and meets the mysterious Mythical Pokémon Marshadow. When they near their goal, the arrogant Cross—Hitokage’s former Trainer—stands in their way! Can Satoshi and Pikachu defeat this powerful Trainer and reach Houou as they promised, or will their journey end here?

(Source: Official site)"
34541,Mary and the Witch's Flower,Yes,"Mary Smith is a clumsy girl with wild red hair who can't seem to do anything right. After moving in with her Great Aunt Charlotte, Mary finds herself lonely and bored, until one day she spies a cat which seems to keep changing color every time she sees it. Curiosity gets the better of her and she follows it into nearby woods. Deep in the forest, the cat takes her to a clearing with dead trees and brown grass, where the only sign of life is a cluster of mysterious blue flowers that Mary has never seen before. The gardener of the estate later tells her that the rare species is called ""Fly-by-Night,"" and is said to be sought by witches for its incredible magical power.

When the strange cat returns to her one night, Mary is led once again into the woods, but this time to an old broomstick hidden by a gnarled tree. After she clumsily squashes some Fly-by-Night against the broomstick, it begins to glow, whisking her off into the sky. Her wayward journey ends at the Endor College for Witches, where she is mistaken for a new student. And so, Mary must learn to look after herself in this marvelous new world of magic, where things are not always as they seem.

[Written by MAL Rewrite]"
