anime_id,title,studio,promo_link,overal_rank,mean_score,avg_sentiment_score,positive_keywords,negative_keywords
283,Akage no Anne,Nippon Animation,https://www.youtube.com/embed/4RMCIB_oe6k?enablejsapi=1&wmode=opaque&autoplay=1,962,8,0.1944,"adaptation, anime, story, girl, eyes","twists, image, anime"
284,Area 88 (TV),,,4569,7,,,
285,Argento Soma,Sunrise,https://www.youtube.com/embed/D8wYxHJ57iE?enablejsapi=1&wmode=opaque&autoplay=1,5785,7,0.0994,"aspect, job, anime, relationships, start","err, argento, eva, dish, soundtrack"
286,B'T X,,,4443,7,,,
287,Grappler Baki (TV),Group TAC,https://www.youtube.com/embed/Wnj13t7zi-I?enablejsapi=1&wmode=opaque&autoplay=1,2238,7,0.1869,"anime, fights, fighter, line, scenes","voice, anime, fights, man"
288,Bakuten Shoot Beyblade,Madhouse,,5532,7,0.0974,"guy, friends, champ, amount, judgement",
289,Comic Party,,,6870,7,,,
290,Seikai no Monshou,Sunrise,https://www.youtube.com/embed/OEBM-9MwJ3k?enablejsapi=1&wmode=opaque&autoplay=1,1569,8,0.1369,"lead, features, story, cinematography, anime","circles, taste, manner, anime, trappings"
291,D.C.S.S: Da Capo Second Season,,,4844,7,,,
292,Dear Boys,,,5709,7,,,
293,Di Gi Charat,Madhouse,https://www.youtube.com/embed/oYiCPw9G7GY?enablejsapi=1&wmode=opaque&autoplay=1,5385,7,0.1459,"metaphor, mix, -story, designs, scenes","elements, jokes, adventures"
294,Divergence Eve,,,10730,6,,,
296,Dragon Drive,,,6091,7,,,
297,Grenadier: Hohoemi no Senshi,,,6255,7,,,
298,.hack//Tasogare no Udewa Densetsu,,,6946,7,,,
299,.hack//Liminality,,,6772,7,,,
300,3x3 Eyes,,,6054,7,,,
302,Mirai Shounen Conan,,,564,8,,,
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,,,5077,7,,,
304,Aa! Megami-sama! Movie,,,1887,8,,,
306,Abenobashi Mahou☆Shoutengai,Madhouse,https://www.youtube.com/embed/gfKMN7rLJpY?enablejsapi=1&wmode=opaque&autoplay=1,3405,7,0.1253,"girls, movies, anime, line, measure","ending, task, development, violence, situations"
308,Zettai Shounen,,,5146,7,,,
309,Akahori Gedou Hour Rabuge,,,9660,6,,,
311,Ace wo Nerae!,,,4081,7,,,
312,Ace wo Nerae! Final Stage,,,5236,7,,,
314,Ace wo Nerae! 2,,,3573,7,,,
317,Final Fantasy VII: Advent Children,,,1299,8,,,
321,Najica Dengeki Sakusen,,,10396,6,,,
322,Paradise Kiss,Madhouse,https://www.youtube.com/embed/btG48UGYVLM?enablejsapi=1&wmode=opaque&autoplay=1,915,8,0.1660,"premise, ending, looking, madhouse, experience",romance
323,Mousou Dairinin,,,1442,8,,,
324,Kidou Keisatsu Patlabor: On Television,Sunrise,https://www.youtube.com/embed/G2zsLRDbRmM?enablejsapi=1&wmode=opaque&autoplay=1,1354,8,0.2146,"anime, members, slice, television, characters",
325,Peach Girl,,,4874,7,,,
326,Petshop of Horrors,,,3221,7,,,
327,Puchi Pri*Yucie,,,2475,7,,,
328,Piano,,,10259,6,,,
329,Planetes,Sunrise,https://www.youtube.com/embed/IzfiI1jIGi8?enablejsapi=1&wmode=opaque&autoplay=1,365,8,0.1213,"intro, anime, parts, 10x, matters","incident, aspect, fusion, characters, job"
330,Midori no Hibi,Studio Pierrot,https://www.youtube.com/embed/OboCYK7jr68?enablejsapi=1&wmode=opaque&autoplay=1,3384,7,0.1509,"girl, urgency, fighter, jokes, anime","situation, people, jokes, giggles, attempts"
331,Mahoujin Guruguru,,,1676,8,,,
332,Dokidoki♡Densetsu: Mahoujin Guruguru,,,3923,7,,,
333,Mama wa Shougaku 4-nensei,,,2808,7,,,
334,Marmalade Boy,Toei Animation,,2393,7,0.1367,"anime, humor, lows, concept, cast","twist, attempt, characters, episodes, taste"
335,Matantei Loki Ragnarok,,,3214,7,,,
336,Ginyuu Mokushiroku Meine Liebe,,,7643,6,,,
337,Psychic Academy,,,9178,6,,,
338,Versailles no Bara,Tokyo Movie Shinsha,https://www.youtube.com/embed/XMRtUOOHT_o?enablejsapi=1&wmode=opaque&autoplay=1,256,8,0.1511,"cast, titles, shape, characters, frames","presentation, anime, tone, rose, rating"
339,Serial Experiments Lain,Triangle Staff,https://www.youtube.com/embed/t5y4nQ5Y1V8?enablejsapi=1&wmode=opaque&autoplay=1,549,8,0.0933,"importance, anime, sides, ideas, works","anime, collection, exposition, piece, sounds"
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,,,1860,8,,,
341,Spiral: Suiri no Kizuna,,,3472,7,,,
342,Starship Operators,J.C.Staff,https://www.youtube.com/embed/wQo1i_4iWmM?enablejsapi=1&wmode=opaque&autoplay=1,4817,7,0.1577,"story, singers, match, job, productions","harem, behavior, motivation, animations"
343,Tsukuyomi: Moon Phase,Shaft,https://www.youtube.com/embed/OztVDJXEfpo?enablejsapi=1&wmode=opaque&autoplay=1,4805,7,0.1416,"masterpiece, loli, story, deal, romp","routine, guys, score, rescuer, characters"
344,Futatsu no Spica,,,2637,7,,,
345,Eikoku Koi Monogatari Emma,Studio Pierrot,https://www.youtube.com/embed/-8kjRKD7CDc?enablejsapi=1&wmode=opaque&autoplay=1,1595,8,0.1586,"manga, maid, premise, artwork, sense","romance, growth"
346,W: Wish,,,9545,6,,,
348,Binzume Yousei,Xebec,,7618,6,0.1956,"story, song, anime, deal, lagrange","hunters, mnemosyne"
349,Magical Canan,,,9786,6,,,
350,Ojamajo Doremi,Toei Animation,,2742,7,0.2385,"case, girl, connections, anime, musings",
351,Ojamajo Doremi Sharp,,,2140,7,,,
352,Motto! Ojamajo Doremi,,,2139,7,,,
353,Ojamajo Doremi Dokkaan!,,,1232,8,,,
354,UG☆Ultimate Girls,,,12116,6,,,
355,Shakugan no Shana,J.C.Staff,https://www.youtube.com/embed/9C2nhALMzrk?enablejsapi=1&wmode=opaque&autoplay=1,2266,7,0.1350,"beginning, story, work, switching, start","guy, line, development, thought, discovery"
356,Fate/stay night,Studio Deen,https://www.youtube.com/embed/gy1MP1j_oXM?enablejsapi=1&wmode=opaque&autoplay=1,3081,7,0.1485,"anime, concept, words, animes, war","anime, pacing, kid, reputation"
357,Bokusatsu Tenshi Dokuro-chan,,,7047,7,,,
358,"Iriya no Sora, UFO no Natsu",,,5001,7,,,
359,I'll/CKBC,,,9313,6,,,
364,Gallery Fake,Tokyo Kids,,2441,7,0.2818,"anime, example, look, master, line",
365,Fake,J.C.Staff,,7237,7,0.2112,"chemistry, fan, tale, couple, characters","relationship, case, add"
369,Boogiepop wa Warawanai,Madhouse,https://www.youtube.com/embed/b5mvW9-nyOo?enablejsapi=1&wmode=opaque&autoplay=1,3750,7,0.0949,"sound, kids, art, suspense, sign","art, twist, trait, idea, story"
371,Cardcaptor Sakura Movie 1,,,1539,8,,,
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,,,391,8,,,
373,Bannou Bunka Neko-Musume,Studio Fantasia,,6157,7,0.0642,comedy,henchwomen
374,Bannou Bunka Neko-Musume DASH!,,,8519,6,,,
375,Bannou Bunka Neko-Musume (1998),,,7233,7,,,
377,eX-Driver,,,6250,7,,,
379,Heppoko Jikken Animation Excel♥Saga,J.C.Staff,https://www.youtube.com/embed/vwjclKUr3Ho?enablejsapi=1&wmode=opaque&autoplay=1,2108,7,0.0652,"job, volume, characters, anime","anime, twists, roller, personality, insanity"
380,Fushigi Yuugi OVA,,,3931,7,,,
383,Galaxy Angel,Madhouse,https://www.youtube.com/embed/8AgwV9-BKR8?enablejsapi=1&wmode=opaque&autoplay=1,4448,7,0.0654,"it&rsquo;s, characteristics, girl, anime","doll, comedy, decision, designs, animation"
384,Gantz,,,4645,7,,,
385,Gilgamesh,Group TAC,https://www.youtube.com/embed/_yUsG9QCmU8?enablejsapi=1&wmode=opaque&autoplay=1,6690,7,0.1456,"anime, shows, ones, soundtrack, sense","ones, aliens, guys, shit, story"
386,H2,,,3280,7,,,
387,Haibane Renmei,Radix,https://www.youtube.com/embed/B2yKFMPgXmA?enablejsapi=1&wmode=opaque&autoplay=1,718,8,0.1224,"anime, world, fanbase, art, vision","points, type, process, sense, idea"
388,Capeta,,,1033,8,,,
389,Karas,,,2647,7,,,
390,Suzuka,,,3662,7,,,
391,Tales of Phantasia The Animation,,,5685,7,,,
392,Yuu☆Yuu☆Hakusho,Studio Pierrot,https://www.youtube.com/embed/ZJEv4d2TYQ4?enablejsapi=1&wmode=opaque&autoplay=1,168,8,0.1760,"anime, work, development, use, franchise","audio, episodes, forces, hakusho, stroll"
393,Escaflowne,,,4242,7,,,
395,Gantz 2nd Stage,,,4450,7,,,
396,Seikai no Senki,,,1495,8,,,
397,Seikai no Senki II,,,1158,8,,,
398,Seikai no Senki III,,,1570,8,,,
400,Seihou Bukyou Outlaw Star,Sunrise,https://www.youtube.com/embed/T_BTfScDlBA?enablejsapi=1&wmode=opaque&autoplay=1,1013,8,0.1830,"character, story, development, plot, world","jobs, scenes, criminal, star"
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,,,740,8,,,
403,Hanaukyou Maid-tai,,,6884,7,,,
404,Bastard!! Ankoku no Hakaishin,,,6161,7,,,
405,Blood: The Last Vampire,Production I.G,https://www.youtube.com/embed/tYnciEGup9k?enablejsapi=1&wmode=opaque&autoplay=1,5080,7,0.1066,"anime, powers, films, film, flick","concepts, actors, movie, rate, film"
406,Buzzer Beater,,,7314,6,,,
407,Tantei Gakuen Q,Studio Pierrot,,1247,8,0.1326,"mysteries, plot, comedy, detective, soundtrack","violence, crimes, parts, lack"
408,Final Fantasy VII: Last Order,,,2999,7,,,
411,Gun x Sword,AIC ASTA,https://www.youtube.com/embed/wL_Adc4pxI4?enablejsapi=1&wmode=opaque&autoplay=1,3251,7,0.1136,"anime, dozen, rating, characters, adventure","assortment, sense, ideas, guy, protagonists"
413,Hametsu no Mars,,,14286,2,,,
415,Tonari no Yamada-kun,,,4076,7,,,
416,Kurenai no Buta,,,737,8,,,
417,Ragnarök The Animation,,,7589,6,,,
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Studio Deen,,3296,7,0.2200,scene,
419,Samurai Deeper Kyou,,,5044,7,,,
420,Spriggan,,,6143,7,,,
421,Stratos 4,,,6507,7,,,
424,Dirty Pair,Sunrise,,3331,7,0.1080,"angels, vibe, tv, idea, name","amount, orders"
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,Nippon Animation,,8207,6,0.1843,ova,
427,Kaleido Star,,,852,8,,,
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,Gonzo,,2253,7,0.0746,,
430,Fullmetal Alchemist: The Conqueror of Shamballa,Bones,,2015,8,0.1573,"conclusion, movie, job, moments, elements","ending, endings, moments, 10x"
431,Howl no Ugoku Shiro,Studio Ghibli,https://www.youtube.com/embed/ARCQf2CEr8k?enablejsapi=1&wmode=opaque&autoplay=1,74,9,0.1715,"visuals, films, animation, soundtrack, adaptations","movie, fan, works, audience, journey"
432,Iria: Zeiram The Animation,,,4249,7,,,
433,"Kumo no Mukou, Yakusoku no Basho",CoMix Wave Films,https://www.youtube.com/embed/OCO-csVHouo?enablejsapi=1&wmode=opaque&autoplay=1,2390,7,0.1353,"movie, scene, film, parts, characters","tone, story"
435,Magic Knight Rayearth,Tokyo Movie Shinsha,,2207,7,0.1861,"anime, style, work, welcome, month","speeches, try~, girls, style, guys"
437,Perfect Blue,Madhouse,https://www.youtube.com/embed/kkP4h-gUWfo?enablejsapi=1&wmode=opaque&autoplay=1,125,9,0.2072,"writing, emotion, work, stories, people","critique, person"
439,RG Veda,,,9944,6,,,
440,Shoujo Kakumei Utena,J.C.Staff,https://www.youtube.com/embed/prZEurI2QiM?enablejsapi=1&wmode=opaque&autoplay=1,378,8,0.1465,"experience, staff, innuendos, masterpieces, princesses","anime, world, thought, explanation, evening"
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo!,,,3902,7,,,
443,Onegai☆Teacher: Himitsu na Futari,,,3126,7,,,
444,Maria-sama ga Miteru: Haru,,,1617,8,,,
445,Tales of Eternia The Animation,,,9186,6,,,
447,Weiß Kreuz,,,6230,7,,,
448,Tenjou Tenge: The Ultimate Fight,,,4549,7,,,
452,InuYasha Movie 1: Toki wo Koeru Omoi,,,1773,8,,,
455,Fantastic Children,Nippon Animation,,2063,7,0.0889,"storytelling, anime, boy, plot, mystery","story, rule"
456,Gokujou Seitokai,,,4918,7,,,
457,Mushishi,Artland,https://www.youtube.com/embed/h371H0KIuPo?enablejsapi=1&wmode=opaque&autoplay=1,78,9,0.1649,"anime, story, cases, aim, concept","characters, story, action"
458,Buttobi!! CPU,,,8965,6,,,
459,One Piece Movie 01,,,4059,7,,,
460,One Piece Movie 02: Nejimaki-jima no Daibouken,Toei Animation,https://www.youtube.com/embed/wwumv_IcxJo?enablejsapi=1&wmode=opaque&autoplay=1,4133,7,0.1473,"line, plot, cast, budget, design","guys, plot, crew, trip, bunch"
461,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,Toei Animation,https://www.youtube.com/embed/K65OpdS3Hsk?enablejsapi=1&wmode=opaque&autoplay=1,5339,7,0.1200,"budget, horns, moments","plot, animals"
462,One Piece Movie 04: Dead End no Bouken,,,1980,8,,,
463,One Piece Movie 05: Norowareta Seiken,,,4040,7,,,
465,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,,,3703,7,,,
466,One Piece: Taose! Kaizoku Ganzack,,,6117,7,,,
467,Koukaku Kidoutai: Stand Alone Complex,Production I.G,https://www.youtube.com/embed/SY6PNTzQb1A?enablejsapi=1&wmode=opaque&autoplay=1,191,8,0.1266,"future, works, ghost, visuals, scenes","references, mess, complex"
468,Innocence,Production I.G,https://www.youtube.com/embed/0XkATpPvqEA?enablejsapi=1&wmode=opaque&autoplay=1,1116,8,0.1633,"movie, soundtrack, species, anime, merit","life, surreality, environment, parts"
469,Karin,J.C.Staff,,4022,7,0.1620,"comedy, fit, manga, characters, feel","mansion, bitch, detail, ending, types"
470,Okusama wa Joshikousei (TV),Madhouse,,8547,6,0.1394,"concept, teacher","student, reviews"
471,To Heart 2,,,7416,6,,,
472,To Heart,,,6674,7,,,
473,Tide-Line Blue,,,6763,7,,,
474,Macross Plus,Triangle Staff,,1343,8,0.2137,"soundtrack, standard, reputation, characterisation, popstar",perfection
476,Ginban Kaleidoscope,Karaku,,2930,7,0.1611,"scenes, story, romance, sportsmanship, points",weather
477,Aria the Animation,HAL Film Maker,https://www.youtube.com/embed/NraaWUZxWZw?enablejsapi=1&wmode=opaque&autoplay=1,1380,8,0.1650,"manner, points, girls, ones, story","spectacle, elements, emotions, backgrounds"
478,Sousei no Aquarion,Satelight,https://www.youtube.com/embed/nskLiDmU1SQ?enablejsapi=1&wmode=opaque&autoplay=1,4143,7,0.1010,"job, hero, words, sound, character","anime, story, mash, characters, score"
479,Ueki no Housoku,Studio Deen,https://www.youtube.com/embed/7dVBXGt9KDQ?enablejsapi=1&wmode=opaque&autoplay=1,1318,8,0.2283,"anime, shounen, character, shounen(bunch, strategies","powers, lengths, story"
481,Yu☆Gi☆Oh! Duel Monsters,Gallop,,2044,8,0.1395,"story, dialogue, twist, span, development","games, excuse, fun, craze, guy"
482,Yu☆Gi☆Oh! Duel Monsters GX,Gallop,,3322,7,0.1855,"setting, experience, duelists, cast, music","anime, character, job"
483,Kurau Phantom Memory,,,3015,7,,,
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,,,2864,7,,,
485,Damekko Doubutsu,Magic Bus,,3329,7,0.0880,"variety, mix, people, animals","animals, wolf"
486,Kino no Tabi: The Beautiful World,A.C.G.T.,https://www.youtube.com/embed/iDm6cLP83us?enablejsapi=1&wmode=opaque&autoplay=1,316,8,0.1436,"aspects, storytelling, deal, wash, episodes","portraits, attempts, sequences, compare, parables"
488,Ichigo Mashimaro,Daume,https://www.youtube.com/embed/vwx8MwaVhKI?enablejsapi=1&wmode=opaque&autoplay=1,1557,8,0.1043,"girls, friend, ways&quot, graders, animes","character, plot, slapstick, game, deaths"
489,Kamichu!,Brain's Base,,2644,7,0.1619,"anime, girls, situations, difference, base","gods, girl, animation"
490,Paniponi Dash!,,,2329,7,,,
495,Bakuretsu Hunters,Xebec,,6406,7,0.1230,"characters, deal, anime, song, sorcerers","sorceror, pervert"
497,Yami to Boushi to Hon no Tabibito,,,7228,7,,,
498,Haja Taisei Dangaiou,,,9402,6,,,
499,Makai Toshi Shinjuku,,,9161,6,,,
501,Doraemon,Nippon TV Douga,,2439,7,,,
502,Dragon Ball Movie 1: Shen Long no Densetsu,Toei Animation,https://www.youtube.com/embed/XXkkncQB8I4?enablejsapi=1&wmode=opaque&autoplay=1,5731,7,0.1336,"name, adventure","king, guy"
503,Eien no Aselia,,,13064,5,,,
505,Fushigiboshi no☆Futagohime,HAL Film Maker,,3000,7,0.2321,"girls, fangirls, graphics, sound, plot",
506,Glass no Kamen,,,2771,7,,,
507,Gravitation: Lyrics of Love,Plum,,5069,7,0.1061,"sex, connection, singer",
508,Tottoko Hamtarou,TMS Entertainment,,4433,7,0.2404,"hamsters, mix, anime, song, creatures",nostalgia
509,I My Me! Strawberry Eggs,,,5889,7,,,
511,Kidou Shinsengumi Moeyo Ken TV,,,9508,6,,,
512,Majo no Takkyuubin,,,369,8,,,
513,Tenkuu no Shiro Laputa,,,341,8,,,
514,Cossette no Shouzou,Daume,https://www.youtube.com/embed/l352BdkwvUg?enablejsapi=1&wmode=opaque&autoplay=1,5618,7,0.0970,"flow, portraits, splendor, spirit, example","anime, reception, needs, events, climax"
516,Keroro Gunsou,Sunrise,https://www.youtube.com/embed/SB8MbYdyk1Q?enablejsapi=1&wmode=opaque&autoplay=1,1339,8,0.1028,"anime, movies, man, reason, emotion","antics, exerience, child, person, anime"
518,Mahou no Princess Minky Momo,,,4887,7,,,
519,Mahoraba: Heartful Days,,,3019,7,,,
521,Mermaid Melody Pichi Pichi Pitch,Actas,,3382,7,0.1241,"girl, anime, stories, animes","group, tyrant, backstory, art, voices"
522,Metropolis,,,1962,8,,,
523,Tonari no Totoro,Studio Ghibli,https://www.youtube.com/embed/92a7Hj0ijLs?enablejsapi=1&wmode=opaque&autoplay=1,345,8,0.2290,"job, vibes, manner, anime, movie",movie
524,Onegai☆Twins: Natsu wa Owaranai,,,4600,7,,,
525,Otogizoushi,Production I.G,,4949,7,0.1373,"magatama, twists",half
526,Boku no Chikyuu wo Mamotte,,,4167,7,,,
527,Pokemon,OLM,https://www.youtube.com/embed/kfgfQPA6oPI?enablejsapi=1&wmode=opaque&autoplay=1,2401,7,0.1546,"games, qualities, phrase, master, masterpieces","pokemon, trainer"
528,Pokemon Movie 01: Mewtwo no Gyakushuu,OLM,https://www.youtube.com/embed/h-1R7chVhzE?enablejsapi=1&wmode=opaque&autoplay=1,1430,8,0.1908,"movie, pokemon, sub, line, scene","voice, days"
529,Saishuu Heiki Kanojo,,,3837,7,,,
530,Bishoujo Senshi Sailor Moon,Toei Animation,https://www.youtube.com/embed/UL_F6L1tSAM?enablejsapi=1&wmode=opaque&autoplay=1,1203,8,0.1926,"girl, anime, memories, titles, classics","forces, people, incest, grades"
532,Bishoujo Senshi Sailor Moon S,,,830,8,,,
533,Sensei no Ojikan: Dokidoki School Hours,,,6391,7,,,
534,Slayers,E&G Films,,1275,8,0.1974,"anime, expansion, shows, seasons, aspect",shit
535,Slayers Next,,,684,8,,,
536,Slayers: The Motion Picture,,,3150,7,,,
538,Shin Tenchi Muyou!,,,5131,7,,,
539,Tenchi Muyou! Ryououki,,,1637,8,,,
540,Tenchi Muyou! Ryououki 2nd Season,AIC,,1638,8,0.2077,girls,
541,Tenchi Muyou! Ryououki 3rd Season,,,3135,7,,,
543,Vampire Hunter D (2000),Madhouse,https://www.youtube.com/embed/7nSwPGiD8xw?enablejsapi=1&wmode=opaque&autoplay=1,741,8,0.1745,"animation, layers, mass, hat, nature","vampires, girl, story, works, guns"
544,Venus Senki,Triangle Staff,https://www.youtube.com/embed/w4nybAZV5Js?enablejsapi=1&wmode=opaque&autoplay=1,5609,7,0.1381,"movie, chara, animation, choice, example","animation, version, scale, motivations, look"
545,Mousou Kagaku Series: Wandaba Style,,,10255,6,,,
546,Wind: A Breath of Heart (TV),,,10622,6,,,
548,Wonderful Days,add some,,4561,7,0.1703,"days, idea, characters, animation, art","movie, backstories, windmills, guys, heroes"
550,Yu☆Gi☆Oh!,Toei Animation,,3232,7,0.0734,"methods, endeavor, feeling, story, characters","boy, guys, guy, fondness, human"
551,Grappler Baki: Saidai Tournament-hen,,,2107,7,,,
552,Digimon Adventure,Toei Animation,,1130,8,0.1563,"anime, art, friendship, mentor, adventure","score, truth, shows, creatures, disaster"
553,Yami no Matsuei,J.C.Staff,,4439,7,0.1896,"moments, anime, arc, scenes, heart","descendants, endings, killer, fiction"
554,Koutetsu Tenshi Kurumi,,,5829,7,,,
555,Koutetsu Tenshi Kurumi 2,,,8720,6,,,
558,Major S2,,,456,8,,,
560,Soukyuu no Fafner: Dead Aggressor - Right of Left,,,2608,7,,,
561,Sakura Taisen,Madhouse,,5275,7,0.1245,"game, franchise, group, looking, re",
563,DNA²,Madhouse,,6535,7,0.0482,"premise, mangaka","execution, demand, purposes, pedestrians, capacity"
564,Puni Puni☆Poemii,,,7192,7,,,
565,Steamboy,,,2845,7,,,
566,Tetsuwan Birdy,,,4208,7,,,
567,The Big O,,,1923,8,,,
568,Bubblegum Crisis Tokyo 2040,,,4107,7,,,
569,Musekinin Kanchou Tylor,Tatsunoko Production,https://www.youtube.com/embed/qA-eHCkml18?enablejsapi=1&wmode=opaque&autoplay=1,1011,8,0.1505,"going, music, archetypes, success, example","art, world, luck, thursday, sakuga"
570,Jin-Rou,Production I.G,https://www.youtube.com/embed/tmmoBsMw5w0?enablejsapi=1&wmode=opaque&autoplay=1,1117,8,0.1163,"story, digestion, wealth, sequences, film","night, climax, score, plot"
572,Kaze no Tani no Nausicaä,,,249,8,,,
573,Saber Marionette J,,,2752,7,,,
574,Rean no Tsubasa,,,12104,6,,,
576,Magikano,,,8462,6,,,
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,,,9573,6,,,
578,Hotaru no Haka,Studio Ghibli,https://www.youtube.com/embed/4vPeTSRd580?enablejsapi=1&wmode=opaque&autoplay=1,137,9,0.0776,"masterpiece, movies, conscience, achievements, work","movie, decisions, choices, anime, bombs"
